['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time']
0,bbb_60sec.pcap,24812543,1821,60,13.811052083969116
0,bbb_60sec.pcap,24812543,1821,60,13.831196069717407
0,bbb_60sec.pcap,24812543,1821,60,13.803421020507812
0,bbb_60sec.pcap,24812543,1821,60,13.773870944976807
0,bbb_60sec.pcap,24812543,1821,60,13.793410062789917
0,bbb_60sec.pcap,24812543,1821,60,14.168604135513306
0,bbb_60sec.pcap,24812543,1821,60,13.776136875152588
0,bbb_60sec.pcap,24812543,1821,60,13.772560834884644
0,bbb_60sec.pcap,24812543,1821,60,13.801650047302246
0,bbb_60sec.pcap,24812543,1821,60,13.873108148574829
0,bbb_60sec.pcap,24812543,1821,60,13.859547853469849
0,bbb_60sec.pcap,24812543,1821,60,13.804723978042603
0,bbb_60sec.pcap,24812543,1821,60,13.788496017456055
0,bbb_60sec.pcap,24812543,1821,60,13.782399892807007
0,bbb_60sec.pcap,24812543,1821,60,13.831646919250488
0,bbb_60sec.pcap,24812543,1821,60,13.800475835800171
0,bbb_60sec.pcap,24812543,1821,60,14.06554889678955
0,bbb_60sec.pcap,24812543,1821,60,13.77901005744934
0,bbb_60sec.pcap,24812543,1821,60,13.814029693603516
0,bbb_60sec.pcap,24812543,1821,60,13.804355144500732
0,bbb_60sec.pcap,24812543,1821,60,14.867274761199951
0,bbb_60sec.pcap,24812543,1821,60,15.171443939208984
0,bbb_60sec.pcap,24812543,1821,60,14.511859893798828
0,bbb_60sec.pcap,24812543,1821,60,13.900905132293701
0,bbb_60sec.pcap,24812543,1821,60,13.761897802352905
0,bbb_60sec.pcap,24812543,1821,60,13.757850170135498
0,bbb_60sec.pcap,24812543,1821,60,14.242226123809814
0,bbb_60sec.pcap,24812543,1821,60,13.73512077331543
0,bbb_60sec.pcap,24812543,1821,60,13.72606086730957
0,bbb_60sec.pcap,24812543,1821,60,13.720837116241455
0,bbb_60sec.pcap,24812543,1821,60,13.817776918411255
0,bbb_60sec.pcap,24812543,1821,60,13.789299011230469
0,bbb_60sec.pcap,24812543,1821,60,13.768884420394897
0,bbb_60sec.pcap,24812543,1821,60,13.717572927474976
0,bbb_60sec.pcap,24812543,1821,60,13.734646081924438
0,bbb_60sec.pcap,24812543,1821,60,13.764066696166992
0,bbb_60sec.pcap,24812543,1821,60,13.772522926330566
0,bbb_60sec.pcap,24812543,1821,60,13.975852966308594
0,bbb_60sec.pcap,24812543,1821,60,13.722837924957275
0,bbb_60sec.pcap,24812543,1821,60,13.893683910369873
0,bbb_60sec.pcap,24812543,1821,60,13.770028114318848
0,bbb_60sec.pcap,24812543,1821,60,13.707267761230469
0,bbb_60sec.pcap,24812543,1821,60,13.720946788787842
0,bbb_60sec.pcap,24812543,1821,60,13.809492111206055
0,bbb_60sec.pcap,24812543,1821,60,13.860947132110596
0,bbb_60sec.pcap,24812543,1821,60,13.92057180404663
0,bbb_60sec.pcap,24812543,1821,60,13.798871994018555
0,bbb_60sec.pcap,24812543,1821,60,13.805949926376343
0,bbb_60sec.pcap,24812543,1821,60,13.78578495979309
0,bbb_60sec.pcap,24812543,1821,60,13.798599243164062
