['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time']
0,bbb_5sec.pcap,300703,155,5,0.833981990814209
0,bbb_5sec.pcap,300703,155,5,0.843109130859375
0,bbb_5sec.pcap,300703,155,5,0.8876399993896484
0,bbb_5sec.pcap,300703,155,5,0.9088301658630371
0,bbb_5sec.pcap,300703,155,5,0.8620009422302246
0,bbb_5sec.pcap,300703,155,5,0.8578739166259766
0,bbb_5sec.pcap,300703,155,5,0.8615591526031494
0,bbb_5sec.pcap,300703,155,5,0.8686568737030029
0,bbb_5sec.pcap,300703,155,5,0.8630928993225098
0,bbb_5sec.pcap,300703,155,5,0.8655121326446533
0,bbb_5sec.pcap,300703,155,5,0.8670482635498047
0,bbb_5sec.pcap,300703,155,5,0.8968949317932129
0,bbb_5sec.pcap,300703,155,5,0.8673300743103027
0,bbb_5sec.pcap,300703,155,5,0.8674569129943848
0,bbb_5sec.pcap,300703,155,5,0.85577392578125
0,bbb_5sec.pcap,300703,155,5,0.8575208187103271
0,bbb_5sec.pcap,300703,155,5,0.871039867401123
0,bbb_5sec.pcap,300703,155,5,0.8742349147796631
0,bbb_5sec.pcap,300703,155,5,0.8624730110168457
0,bbb_5sec.pcap,300703,155,5,0.8620541095733643
0,bbb_5sec.pcap,300703,155,5,0.8697988986968994
0,bbb_5sec.pcap,300703,155,5,0.8675220012664795
0,bbb_5sec.pcap,300703,155,5,0.8571290969848633
0,bbb_5sec.pcap,300703,155,5,0.8613240718841553
0,bbb_5sec.pcap,300703,155,5,0.8703038692474365
0,bbb_5sec.pcap,300703,155,5,0.8630661964416504
0,bbb_5sec.pcap,300703,155,5,0.8551421165466309
0,bbb_5sec.pcap,300703,155,5,0.8654119968414307
0,bbb_5sec.pcap,300703,155,5,0.8857860565185547
0,bbb_5sec.pcap,300703,155,5,0.8734889030456543
0,bbb_5sec.pcap,300703,155,5,0.8931691646575928
0,bbb_5sec.pcap,300703,155,5,0.8803329467773438
0,bbb_5sec.pcap,300703,155,5,0.8734908103942871
0,bbb_5sec.pcap,300703,155,5,0.8634119033813477
0,bbb_5sec.pcap,300703,155,5,0.8660030364990234
0,bbb_5sec.pcap,300703,155,5,0.8657398223876953
0,bbb_5sec.pcap,300703,155,5,0.8985331058502197
0,bbb_5sec.pcap,300703,155,5,0.8736670017242432
0,bbb_5sec.pcap,300703,155,5,0.8591599464416504
0,bbb_5sec.pcap,300703,155,5,0.8660049438476562
0,bbb_5sec.pcap,300703,155,5,0.8651189804077148
0,bbb_5sec.pcap,300703,155,5,0.8694210052490234
0,bbb_5sec.pcap,300703,155,5,0.9050490856170654
0,bbb_5sec.pcap,300703,155,5,0.9186480045318604
0,bbb_5sec.pcap,300703,155,5,0.9611172676086426
0,bbb_5sec.pcap,300703,155,5,0.8780181407928467
