['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_10sec.pcap,2270493,305,10,128,11.690391778945923
0,bbb_10sec.pcap,2270493,305,10,128,11.703152894973755
0,bbb_10sec.pcap,2270493,305,10,128,11.663466930389404
0,bbb_10sec.pcap,2270493,305,10,128,11.669979810714722
0,bbb_10sec.pcap,2270493,305,10,128,11.669609069824219
0,bbb_10sec.pcap,2270493,305,10,128,11.680026054382324
0,bbb_10sec.pcap,2270493,305,10,128,11.215785026550293
0,bbb_10sec.pcap,2270493,305,10,128,11.019814014434814
0,bbb_10sec.pcap,2270493,305,10,128,11.002145051956177
0,bbb_10sec.pcap,2270493,305,10,128,11.051122903823853
