['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_20sec.pcap,8498053,609,20,512,9.979987859725952
0,bbb_20sec.pcap,8498053,609,20,512,9.985972881317139
0,bbb_20sec.pcap,8498053,609,20,512,10.004999160766602
0,bbb_20sec.pcap,8498053,609,20,512,9.998048067092896
0,bbb_20sec.pcap,8498053,609,20,512,10.004521131515503
0,bbb_20sec.pcap,8498053,609,20,512,10.00946569442749
0,bbb_20sec.pcap,8498053,609,20,512,10.02785611152649
0,bbb_20sec.pcap,8498053,609,20,512,9.970304012298584
0,bbb_20sec.pcap,8498053,609,20,512,10.02130389213562
0,bbb_20sec.pcap,8498053,609,20,512,10.02557897567749
