['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_60sec.pcap,24812543,1821,60,512,29.28426504135132
0,bbb_60sec.pcap,24812543,1821,60,512,29.302049160003662
0,bbb_60sec.pcap,24812543,1821,60,512,29.33626413345337
0,bbb_60sec.pcap,24812543,1821,60,512,33.14748001098633
0,bbb_60sec.pcap,24812543,1821,60,512,31.222805976867676
0,bbb_60sec.pcap,24812543,1821,60,512,30.258550882339478
0,bbb_60sec.pcap,24812543,1821,60,512,29.985918045043945
0,bbb_60sec.pcap,24812543,1821,60,512,29.72540307044983
0,bbb_60sec.pcap,24812543,1821,60,512,29.813273191452026
0,bbb_60sec.pcap,24812543,1821,60,512,29.871901035308838
