['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_10sec.pcap,2270493,305,10,1024,1.5086488723754883
0,bbb_10sec.pcap,2270493,305,10,1024,1.4806299209594727
0,bbb_10sec.pcap,2270493,305,10,1024,1.4866340160369873
0,bbb_10sec.pcap,2270493,305,10,1024,1.4800140857696533
0,bbb_10sec.pcap,2270493,305,10,1024,1.5101170539855957
0,bbb_10sec.pcap,2270493,305,10,1024,1.4593291282653809
0,bbb_10sec.pcap,2270493,305,10,1024,1.513456106185913
0,bbb_10sec.pcap,2270493,305,10,1024,1.4506700038909912
0,bbb_10sec.pcap,2270493,305,10,1024,1.486825942993164
0,bbb_10sec.pcap,2270493,305,10,1024,1.4610002040863037
