['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_5sec.pcap,300703,155,5,1280,0.22505497932434082
0,bbb_5sec.pcap,300703,155,5,1280,0.21962809562683105
0,bbb_5sec.pcap,300703,155,5,1280,0.2246859073638916
0,bbb_5sec.pcap,300703,155,5,1280,0.21889710426330566
0,bbb_5sec.pcap,300703,155,5,1280,0.21962785720825195
0,bbb_5sec.pcap,300703,155,5,1280,0.22163701057434082
0,bbb_5sec.pcap,300703,155,5,1280,0.22232604026794434
0,bbb_5sec.pcap,300703,155,5,1280,0.2207939624786377
0,bbb_5sec.pcap,300703,155,5,1280,0.21485090255737305
0,bbb_5sec.pcap,300703,155,5,1280,0.22204303741455078
