['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_40sec.pcap,18164325,1217,40,1024,10.987519979476929
0,bbb_40sec.pcap,18164325,1217,40,1024,11.026469945907593
0,bbb_40sec.pcap,18164325,1217,40,1024,10.883686065673828
0,bbb_40sec.pcap,18164325,1217,40,1024,10.962962865829468
0,bbb_40sec.pcap,18164325,1217,40,1024,10.959849119186401
0,bbb_40sec.pcap,18164325,1217,40,1024,10.890348196029663
0,bbb_40sec.pcap,18164325,1217,40,1024,11.009042978286743
0,bbb_40sec.pcap,18164325,1217,40,1024,11.004439115524292
0,bbb_40sec.pcap,18164325,1217,40,1024,10.89553165435791
0,bbb_40sec.pcap,18164325,1217,40,1024,10.94126009941101
