['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_60sec.pcap,24812543,1821,60,256,57.49405384063721
0,bbb_60sec.pcap,24812543,1821,60,256,57.56622505187988
0,bbb_60sec.pcap,24812543,1821,60,256,57.35724687576294
0,bbb_60sec.pcap,24812543,1821,60,256,57.408777952194214
0,bbb_60sec.pcap,24812543,1821,60,256,57.406033992767334
0,bbb_60sec.pcap,24812543,1821,60,256,57.40711498260498
0,bbb_60sec.pcap,24812543,1821,60,256,57.4534170627594
0,bbb_60sec.pcap,24812543,1821,60,256,57.27993416786194
0,bbb_60sec.pcap,24812543,1821,60,256,57.40029692649841
0,bbb_60sec.pcap,24812543,1821,60,256,57.54226899147034
