['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_40sec.pcap,18164325,1217,40,256,41.48959279060364
0,bbb_40sec.pcap,18164325,1217,40,256,41.68588900566101
0,bbb_40sec.pcap,18164325,1217,40,256,41.69909691810608
0,bbb_40sec.pcap,18164325,1217,40,256,41.37491774559021
0,bbb_40sec.pcap,18164325,1217,40,256,41.29083204269409
0,bbb_40sec.pcap,18164325,1217,40,256,41.21658897399902
0,bbb_40sec.pcap,18164325,1217,40,256,41.17227602005005
0,bbb_40sec.pcap,18164325,1217,40,256,41.20001792907715
0,bbb_40sec.pcap,18164325,1217,40,256,41.26358389854431
0,bbb_40sec.pcap,18164325,1217,40,256,41.19124102592468
