['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_5sec.pcap,300703,155,5,1024,0.25899291038513184
0,bbb_5sec.pcap,300703,155,5,1024,0.28185606002807617
0,bbb_5sec.pcap,300703,155,5,1024,0.26346611976623535
0,bbb_5sec.pcap,300703,155,5,1024,0.2795979976654053
0,bbb_5sec.pcap,300703,155,5,1024,0.2578246593475342
0,bbb_5sec.pcap,300703,155,5,1024,0.2800590991973877
0,bbb_5sec.pcap,300703,155,5,1024,0.25356507301330566
0,bbb_5sec.pcap,300703,155,5,1024,0.25337696075439453
0,bbb_5sec.pcap,300703,155,5,1024,0.2655191421508789
0,bbb_5sec.pcap,300703,155,5,1024,0.25873517990112305
