['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time']
0,bbb_10sec.pcap,2270493,305,10,2.0494167804718018
0,bbb_10sec.pcap,2270493,305,10,2.1552140712738037
0,bbb_10sec.pcap,2270493,305,10,2.2312231063842773
0,bbb_10sec.pcap,2270493,305,10,2.060939073562622
0,bbb_10sec.pcap,2270493,305,10,2.1330127716064453
0,bbb_10sec.pcap,2270493,305,10,2.31528902053833
0,bbb_10sec.pcap,2270493,305,10,2.2023239135742188
0,bbb_10sec.pcap,2270493,305,10,2.2178409099578857
0,bbb_10sec.pcap,2270493,305,10,2.1862499713897705
0,bbb_10sec.pcap,2270493,305,10,2.0556862354278564
0,bbb_10sec.pcap,2270493,305,10,2.029125928878784
0,bbb_10sec.pcap,2270493,305,10,2.1417489051818848
0,bbb_10sec.pcap,2270493,305,10,2.141002893447876
0,bbb_10sec.pcap,2270493,305,10,2.149493932723999
0,bbb_10sec.pcap,2270493,305,10,2.161764144897461
0,bbb_10sec.pcap,2270493,305,10,2.1013810634613037
0,bbb_10sec.pcap,2270493,305,10,2.226337194442749
0,bbb_10sec.pcap,2270493,305,10,2.0738720893859863
0,bbb_10sec.pcap,2270493,305,10,2.189410924911499
0,bbb_10sec.pcap,2270493,305,10,2.0401101112365723
0,bbb_10sec.pcap,2270493,305,10,2.04921293258667
0,bbb_10sec.pcap,2270493,305,10,2.0346579551696777
0,bbb_10sec.pcap,2270493,305,10,2.071614980697632
0,bbb_10sec.pcap,2270493,305,10,2.0573019981384277
0,bbb_10sec.pcap,2270493,305,10,2.0262460708618164
0,bbb_10sec.pcap,2270493,305,10,2.0148677825927734
0,bbb_10sec.pcap,2270493,305,10,2.0435261726379395
0,bbb_10sec.pcap,2270493,305,10,2.042297124862671
0,bbb_10sec.pcap,2270493,305,10,2.0345258712768555
0,bbb_10sec.pcap,2270493,305,10,2.314453125
0,bbb_10sec.pcap,2270493,305,10,2.129024028778076
0,bbb_10sec.pcap,2270493,305,10,2.1412599086761475
0,bbb_10sec.pcap,2270493,305,10,2.082981824874878
0,bbb_10sec.pcap,2270493,305,10,2.1814920902252197
0,bbb_10sec.pcap,2270493,305,10,2.2937610149383545
0,bbb_10sec.pcap,2270493,305,10,2.141901731491089
0,bbb_10sec.pcap,2270493,305,10,2.132642984390259
0,bbb_10sec.pcap,2270493,305,10,2.186953067779541
0,bbb_10sec.pcap,2270493,305,10,2.148608922958374
0,bbb_10sec.pcap,2270493,305,10,2.063096761703491
0,bbb_10sec.pcap,2270493,305,10,2.1316230297088623
0,bbb_10sec.pcap,2270493,305,10,2.0753347873687744
0,bbb_10sec.pcap,2270493,305,10,2.0337018966674805
0,bbb_10sec.pcap,2270493,305,10,2.0186798572540283
0,bbb_10sec.pcap,2270493,305,10,2.032433032989502
0,bbb_10sec.pcap,2270493,305,10,2.110154151916504
0,bbb_10sec.pcap,2270493,305,10,2.070420026779175
0,bbb_10sec.pcap,2270493,305,10,2.092014789581299
0,bbb_10sec.pcap,2270493,305,10,2.064051866531372
0,bbb_10sec.pcap,2270493,305,10,2.0332939624786377
