['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_50sec.pcap,20990087,1519,50,1280,10.41304087638855
0,bbb_50sec.pcap,20990087,1519,50,1280,10.015564918518066
0,bbb_50sec.pcap,20990087,1519,50,1280,10.474904775619507
0,bbb_50sec.pcap,20990087,1519,50,1280,10.373090028762817
0,bbb_50sec.pcap,20990087,1519,50,1280,10.035589694976807
0,bbb_50sec.pcap,20990087,1519,50,1280,10.392700910568237
0,bbb_50sec.pcap,20990087,1519,50,1280,10.469774007797241
0,bbb_50sec.pcap,20990087,1519,50,1280,10.470516204833984
0,bbb_50sec.pcap,20990087,1519,50,1280,10.465648889541626
0,bbb_50sec.pcap,20990087,1519,50,1280,10.449585199356079
