['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time']
0,bbb_120sec.pcap,30156029,2433,120,18.393518924713135
0,bbb_120sec.pcap,30156029,2433,120,18.375163793563843
0,bbb_120sec.pcap,30156029,2433,120,18.358494997024536
0,bbb_120sec.pcap,30156029,2433,120,18.437803983688354
0,bbb_120sec.pcap,30156029,2433,120,18.361496686935425
0,bbb_120sec.pcap,30156029,2433,120,18.517469882965088
0,bbb_120sec.pcap,30156029,2433,120,18.771886110305786
0,bbb_120sec.pcap,30156029,2433,120,18.773000240325928
0,bbb_120sec.pcap,30156029,2433,120,18.32043194770813
0,bbb_120sec.pcap,30156029,2433,120,18.358521223068237
0,bbb_120sec.pcap,30156029,2433,120,18.434717893600464
0,bbb_120sec.pcap,30156029,2433,120,18.3473539352417
0,bbb_120sec.pcap,30156029,2433,120,18.44736409187317
0,bbb_120sec.pcap,30156029,2433,120,18.305855989456177
0,bbb_120sec.pcap,30156029,2433,120,18.274955987930298
0,bbb_120sec.pcap,30156029,2433,120,18.25101590156555
0,bbb_120sec.pcap,30156029,2433,120,18.280966997146606
0,bbb_120sec.pcap,30156029,2433,120,18.29680109024048
0,bbb_120sec.pcap,30156029,2433,120,18.3090763092041
0,bbb_120sec.pcap,30156029,2433,120,18.379222631454468
0,bbb_120sec.pcap,30156029,2433,120,18.759270906448364
0,bbb_120sec.pcap,30156029,2433,120,18.372327089309692
0,bbb_120sec.pcap,30156029,2433,120,18.26259994506836
0,bbb_120sec.pcap,30156029,2433,120,18.40498113632202
0,bbb_120sec.pcap,30156029,2433,120,18.34613609313965
0,bbb_120sec.pcap,30156029,2433,120,18.357177019119263
0,bbb_120sec.pcap,30156029,2433,120,18.300601959228516
0,bbb_120sec.pcap,30156029,2433,120,18.325796842575073
0,bbb_120sec.pcap,30156029,2433,120,18.31072211265564
0,bbb_120sec.pcap,30156029,2433,120,18.310595750808716
0,bbb_120sec.pcap,30156029,2433,120,18.33566117286682
0,bbb_120sec.pcap,30156029,2433,120,18.270615100860596
0,bbb_120sec.pcap,30156029,2433,120,18.27768898010254
0,bbb_120sec.pcap,30156029,2433,120,18.26180601119995
0,bbb_120sec.pcap,30156029,2433,120,18.316946983337402
0,bbb_120sec.pcap,30156029,2433,120,18.3017680644989
0,bbb_120sec.pcap,30156029,2433,120,18.298757791519165
0,bbb_120sec.pcap,30156029,2433,120,18.39268708229065
0,bbb_120sec.pcap,30156029,2433,120,18.306129217147827
0,bbb_120sec.pcap,30156029,2433,120,18.36135697364807
0,bbb_120sec.pcap,30156029,2433,120,18.372436046600342
0,bbb_120sec.pcap,30156029,2433,120,18.400157928466797
0,bbb_120sec.pcap,30156029,2433,120,18.284414291381836
0,bbb_120sec.pcap,30156029,2433,120,18.277934074401855
0,bbb_120sec.pcap,30156029,2433,120,18.3583083152771
0,bbb_120sec.pcap,30156029,2433,120,18.33717703819275
0,bbb_120sec.pcap,30156029,2433,120,18.259198904037476
0,bbb_120sec.pcap,30156029,2433,120,18.397130966186523
0,bbb_120sec.pcap,30156029,2433,120,18.729161977767944
0,bbb_120sec.pcap,30156029,2433,120,18.40352511405945
