['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time', 'num_rtp_packets']
0,bbb_60sec.pcap,24812543,1821,60,12.223360061645508,16844
0,bbb_60sec.pcap,24812543,1821,60,12.37878704071045,16844
0,bbb_60sec.pcap,24812543,1821,60,11.655186891555786,16844
0,bbb_60sec.pcap,24812543,1821,60,11.972959041595459,16844
0,bbb_60sec.pcap,24812543,1821,60,11.686598777770996,16844
0,bbb_60sec.pcap,24812543,1821,60,11.607806921005249,16844
0,bbb_60sec.pcap,24812543,1821,60,11.594305038452148,16844
0,bbb_60sec.pcap,24812543,1821,60,11.552458047866821,16844
0,bbb_60sec.pcap,24812543,1821,60,11.53190279006958,16844
0,bbb_60sec.pcap,24812543,1821,60,11.543797969818115,16844
0,bbb_60sec.pcap,24812543,1821,60,12.97682785987854,16844
0,bbb_60sec.pcap,24812543,1821,60,12.001008033752441,16844
0,bbb_60sec.pcap,24812543,1821,60,11.736434936523438,16844
0,bbb_60sec.pcap,24812543,1821,60,11.88062596321106,16844
0,bbb_60sec.pcap,24812543,1821,60,11.804457187652588,16844
0,bbb_60sec.pcap,24812543,1821,60,11.771435737609863,16844
0,bbb_60sec.pcap,24812543,1821,60,11.764384984970093,16844
0,bbb_60sec.pcap,24812543,1821,60,12.583930015563965,16844
0,bbb_60sec.pcap,24812543,1821,60,12.596210956573486,16844
0,bbb_60sec.pcap,24812543,1821,60,12.719240188598633,16844
0,bbb_60sec.pcap,24812543,1821,60,12.606001853942871,16844
0,bbb_60sec.pcap,24812543,1821,60,12.895608901977539,16844
0,bbb_60sec.pcap,24812543,1821,60,12.316040754318237,16844
0,bbb_60sec.pcap,24812543,1821,60,12.468248844146729,16844
0,bbb_60sec.pcap,24812543,1821,60,12.013896226882935,16844
0,bbb_60sec.pcap,24812543,1821,60,12.338696956634521,16844
0,bbb_60sec.pcap,24812543,1821,60,12.91334867477417,16844
0,bbb_60sec.pcap,24812543,1821,60,12.737313747406006,16844
0,bbb_60sec.pcap,24812543,1821,60,12.411411046981812,16844
0,bbb_60sec.pcap,24812543,1821,60,12.701345920562744,16844
0,bbb_60sec.pcap,24812543,1821,60,12.158624172210693,16844
0,bbb_60sec.pcap,24812543,1821,60,12.102235078811646,16844
0,bbb_60sec.pcap,24812543,1821,60,12.590410947799683,16844
0,bbb_60sec.pcap,24812543,1821,60,12.532312870025635,16844
0,bbb_60sec.pcap,24812543,1821,60,12.360472917556763,16844
0,bbb_60sec.pcap,24812543,1821,60,12.146615028381348,16844
0,bbb_60sec.pcap,24812543,1821,60,12.209398984909058,16844
0,bbb_60sec.pcap,24812543,1821,60,12.261018991470337,16844
0,bbb_60sec.pcap,24812543,1821,60,13.008481979370117,16844
0,bbb_60sec.pcap,24812543,1821,60,12.874237060546875,16844
0,bbb_60sec.pcap,24812543,1821,60,12.372833013534546,16844
0,bbb_60sec.pcap,24812543,1821,60,12.702857971191406,16844
0,bbb_60sec.pcap,24812543,1821,60,12.70303201675415,16844
0,bbb_60sec.pcap,24812543,1821,60,12.597752094268799,16844
0,bbb_60sec.pcap,24812543,1821,60,12.527055740356445,16844
0,bbb_60sec.pcap,24812543,1821,60,12.54236125946045,16844
0,bbb_60sec.pcap,24812543,1821,60,12.10865306854248,16844
0,bbb_60sec.pcap,24812543,1821,60,12.128747940063477,16844
0,bbb_60sec.pcap,24812543,1821,60,12.193372011184692,16844
0,bbb_60sec.pcap,24812543,1821,60,12.703229904174805,16844
