['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_40sec.pcap,18164325,1217,40,128,81.75824999809265
0,bbb_40sec.pcap,18164325,1217,40,128,81.61935997009277
0,bbb_40sec.pcap,18164325,1217,40,128,86.09184408187866
0,bbb_40sec.pcap,18164325,1217,40,128,82.50869011878967
0,bbb_40sec.pcap,18164325,1217,40,128,82.38218307495117
0,bbb_40sec.pcap,18164325,1217,40,128,82.66663002967834
0,bbb_40sec.pcap,18164325,1217,40,128,82.4373300075531
0,bbb_40sec.pcap,18164325,1217,40,128,82.3445188999176
0,bbb_40sec.pcap,18164325,1217,40,128,82.69603514671326
0,bbb_40sec.pcap,18164325,1217,40,128,82.35599088668823
