['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_50sec.pcap,20990087,1519,50,256,48.08641195297241
0,bbb_50sec.pcap,20990087,1519,50,256,47.73309898376465
0,bbb_50sec.pcap,20990087,1519,50,256,48.00095987319946
0,bbb_50sec.pcap,20990087,1519,50,256,48.198452949523926
0,bbb_50sec.pcap,20990087,1519,50,256,47.997862815856934
0,bbb_50sec.pcap,20990087,1519,50,256,48.1313750743866
0,bbb_50sec.pcap,20990087,1519,50,256,47.90542483329773
0,bbb_50sec.pcap,20990087,1519,50,256,47.93752908706665
0,bbb_50sec.pcap,20990087,1519,50,256,48.01777911186218
0,bbb_50sec.pcap,20990087,1519,50,256,48.055471897125244
