['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_50sec.pcap,20990087,1519,50,769,16.68380308151245
0,bbb_50sec.pcap,20990087,1519,50,769,16.49843716621399
0,bbb_50sec.pcap,20990087,1519,50,769,16.618929147720337
0,bbb_50sec.pcap,20990087,1519,50,769,16.76103401184082
0,bbb_50sec.pcap,20990087,1519,50,769,16.52787494659424
0,bbb_50sec.pcap,20990087,1519,50,769,16.832550048828125
0,bbb_50sec.pcap,20990087,1519,50,769,16.739423036575317
0,bbb_50sec.pcap,20990087,1519,50,769,16.752039194107056
0,bbb_50sec.pcap,20990087,1519,50,769,16.666393041610718
0,bbb_50sec.pcap,20990087,1519,50,769,16.639801025390625
