['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time', 'num_rtp_packets']
0,bbb_30sec.pcap,11566713,913,30,5.685686111450195,7886
0,bbb_30sec.pcap,11566713,913,30,5.351116895675659,7886
0,bbb_30sec.pcap,11566713,913,30,5.900116920471191,7886
0,bbb_30sec.pcap,11566713,913,30,5.986371040344238,7886
0,bbb_30sec.pcap,11566713,913,30,5.963679790496826,7886
0,bbb_30sec.pcap,11566713,913,30,5.717633962631226,7886
0,bbb_30sec.pcap,11566713,913,30,5.4095988273620605,7886
0,bbb_30sec.pcap,11566713,913,30,5.493803024291992,7886
0,bbb_30sec.pcap,11566713,913,30,5.700589179992676,7886
0,bbb_30sec.pcap,11566713,913,30,5.318543910980225,7886
0,bbb_30sec.pcap,11566713,913,30,5.361503839492798,7886
0,bbb_30sec.pcap,11566713,913,30,6.033025026321411,7886
0,bbb_30sec.pcap,11566713,913,30,6.045331239700317,7886
0,bbb_30sec.pcap,11566713,913,30,5.750619173049927,7886
0,bbb_30sec.pcap,11566713,913,30,5.965451955795288,7886
0,bbb_30sec.pcap,11566713,913,30,6.031247138977051,7886
0,bbb_30sec.pcap,11566713,913,30,6.084923028945923,7886
0,bbb_30sec.pcap,11566713,913,30,6.16280722618103,7886
0,bbb_30sec.pcap,11566713,913,30,6.13762903213501,7886
0,bbb_30sec.pcap,11566713,913,30,5.489753007888794,7886
0,bbb_30sec.pcap,11566713,913,30,5.987964391708374,7886
0,bbb_30sec.pcap,11566713,913,30,5.733486175537109,7886
0,bbb_30sec.pcap,11566713,913,30,5.686778783798218,7886
0,bbb_30sec.pcap,11566713,913,30,5.7172698974609375,7886
0,bbb_30sec.pcap,11566713,913,30,5.761663913726807,7886
0,bbb_30sec.pcap,11566713,913,30,5.6094889640808105,7886
0,bbb_30sec.pcap,11566713,913,30,5.554517030715942,7886
0,bbb_30sec.pcap,11566713,913,30,5.919867992401123,7886
0,bbb_30sec.pcap,11566713,913,30,5.841430187225342,7886
0,bbb_30sec.pcap,11566713,913,30,5.327120065689087,7886
0,bbb_30sec.pcap,11566713,913,30,5.394081115722656,7886
0,bbb_30sec.pcap,11566713,913,30,5.42497181892395,7886
0,bbb_30sec.pcap,11566713,913,30,5.5488057136535645,7886
0,bbb_30sec.pcap,11566713,913,30,5.252068996429443,7886
0,bbb_30sec.pcap,11566713,913,30,5.327421188354492,7886
0,bbb_30sec.pcap,11566713,913,30,5.36791205406189,7886
0,bbb_30sec.pcap,11566713,913,30,5.324765205383301,7886
0,bbb_30sec.pcap,11566713,913,30,5.776559829711914,7886
0,bbb_30sec.pcap,11566713,913,30,5.730575084686279,7886
0,bbb_30sec.pcap,11566713,913,30,5.442352056503296,7886
0,bbb_30sec.pcap,11566713,913,30,5.372038125991821,7886
0,bbb_30sec.pcap,11566713,913,30,5.474516153335571,7886
0,bbb_30sec.pcap,11566713,913,30,5.936579942703247,7886
0,bbb_30sec.pcap,11566713,913,30,5.581740140914917,7886
0,bbb_30sec.pcap,11566713,913,30,5.417301893234253,7886
0,bbb_30sec.pcap,11566713,913,30,5.421654939651489,7886
0,bbb_30sec.pcap,11566713,913,30,5.469272136688232,7886
0,bbb_30sec.pcap,11566713,913,30,5.3574378490448,7886
0,bbb_30sec.pcap,11566713,913,30,5.309160947799683,7886
0,bbb_30sec.pcap,11566713,913,30,5.3702919483184814,7886
