['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_20sec.pcap,8498053,609,20,1280,4.011651039123535
0,bbb_20sec.pcap,8498053,609,20,1280,4.012983083724976
0,bbb_20sec.pcap,8498053,609,20,1280,4.025468826293945
0,bbb_20sec.pcap,8498053,609,20,1280,4.026902198791504
0,bbb_20sec.pcap,8498053,609,20,1280,4.036293983459473
0,bbb_20sec.pcap,8498053,609,20,1280,4.014418840408325
0,bbb_20sec.pcap,8498053,609,20,1280,4.014976978302002
0,bbb_20sec.pcap,8498053,609,20,1280,4.034344911575317
0,bbb_20sec.pcap,8498053,609,20,1280,4.029717922210693
0,bbb_20sec.pcap,8498053,609,20,1280,4.011146068572998
