['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time']
0,bbb_30sec.pcap,11566713,913,30,6.687702894210815
0,bbb_30sec.pcap,11566713,913,30,6.680800914764404
0,bbb_30sec.pcap,11566713,913,30,6.703777074813843
0,bbb_30sec.pcap,11566713,913,30,6.707322835922241
0,bbb_30sec.pcap,11566713,913,30,6.817671775817871
0,bbb_30sec.pcap,11566713,913,30,6.672785043716431
0,bbb_30sec.pcap,11566713,913,30,6.7346718311309814
0,bbb_30sec.pcap,11566713,913,30,6.689962863922119
0,bbb_30sec.pcap,11566713,913,30,6.72304892539978
0,bbb_30sec.pcap,11566713,913,30,6.730825901031494
0,bbb_30sec.pcap,11566713,913,30,6.70129919052124
0,bbb_30sec.pcap,11566713,913,30,6.683340072631836
0,bbb_30sec.pcap,11566713,913,30,6.7162487506866455
0,bbb_30sec.pcap,11566713,913,30,6.695088863372803
0,bbb_30sec.pcap,11566713,913,30,6.67723822593689
0,bbb_30sec.pcap,11566713,913,30,6.686208009719849
0,bbb_30sec.pcap,11566713,913,30,6.661639213562012
0,bbb_30sec.pcap,11566713,913,30,6.6853790283203125
0,bbb_30sec.pcap,11566713,913,30,6.695141792297363
0,bbb_30sec.pcap,11566713,913,30,6.713897943496704
0,bbb_30sec.pcap,11566713,913,30,6.662380218505859
0,bbb_30sec.pcap,11566713,913,30,6.658912897109985
0,bbb_30sec.pcap,11566713,913,30,6.679542064666748
0,bbb_30sec.pcap,11566713,913,30,6.688116073608398
0,bbb_30sec.pcap,11566713,913,30,6.701122999191284
0,bbb_30sec.pcap,11566713,913,30,6.678619861602783
0,bbb_30sec.pcap,11566713,913,30,6.68100905418396
0,bbb_30sec.pcap,11566713,913,30,6.693104267120361
0,bbb_30sec.pcap,11566713,913,30,6.702579975128174
0,bbb_30sec.pcap,11566713,913,30,6.72609281539917
0,bbb_30sec.pcap,11566713,913,30,6.677597999572754
0,bbb_30sec.pcap,11566713,913,30,6.680501222610474
0,bbb_30sec.pcap,11566713,913,30,6.654440879821777
0,bbb_30sec.pcap,11566713,913,30,6.686873197555542
0,bbb_30sec.pcap,11566713,913,30,6.691322088241577
0,bbb_30sec.pcap,11566713,913,30,6.6628899574279785
0,bbb_30sec.pcap,11566713,913,30,6.675935983657837
0,bbb_30sec.pcap,11566713,913,30,6.687412977218628
0,bbb_30sec.pcap,11566713,913,30,6.682782888412476
0,bbb_30sec.pcap,11566713,913,30,6.682538032531738
0,bbb_30sec.pcap,11566713,913,30,6.7032177448272705
0,bbb_30sec.pcap,11566713,913,30,6.652831077575684
0,bbb_30sec.pcap,11566713,913,30,6.658344268798828
0,bbb_30sec.pcap,11566713,913,30,6.6667320728302
0,bbb_30sec.pcap,11566713,913,30,6.673370838165283
0,bbb_30sec.pcap,11566713,913,30,6.726302146911621
0,bbb_30sec.pcap,11566713,913,30,6.69321608543396
0,bbb_30sec.pcap,11566713,913,30,6.697805643081665
0,bbb_30sec.pcap,11566713,913,30,6.669821262359619
0,bbb_30sec.pcap,11566713,913,30,6.6840980052948
