['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time', 'num_rtp_packets']
0,bbb_50sec.pcap,20990087,1519,50,10.530915975570679,14105
0,bbb_50sec.pcap,20990087,1519,50,10.605809926986694,14105
0,bbb_50sec.pcap,20990087,1519,50,10.392060041427612,14105
0,bbb_50sec.pcap,20990087,1519,50,10.741655826568604,14105
0,bbb_50sec.pcap,20990087,1519,50,10.308568716049194,14105
0,bbb_50sec.pcap,20990087,1519,50,9.867350101470947,14105
0,bbb_50sec.pcap,20990087,1519,50,10.118189811706543,14105
0,bbb_50sec.pcap,20990087,1519,50,10.709978818893433,14105
0,bbb_50sec.pcap,20990087,1519,50,10.731061935424805,14105
0,bbb_50sec.pcap,20990087,1519,50,10.735496997833252,14105
0,bbb_50sec.pcap,20990087,1519,50,10.509341955184937,14105
0,bbb_50sec.pcap,20990087,1519,50,10.400675058364868,14105
0,bbb_50sec.pcap,20990087,1519,50,10.421200275421143,14105
0,bbb_50sec.pcap,20990087,1519,50,9.980271100997925,14105
0,bbb_50sec.pcap,20990087,1519,50,10.486141920089722,14105
0,bbb_50sec.pcap,20990087,1519,50,10.576833963394165,14105
0,bbb_50sec.pcap,20990087,1519,50,10.007346153259277,14105
0,bbb_50sec.pcap,20990087,1519,50,9.93691110610962,14105
0,bbb_50sec.pcap,20990087,1519,50,10.149322986602783,14105
0,bbb_50sec.pcap,20990087,1519,50,9.748456001281738,14105
0,bbb_50sec.pcap,20990087,1519,50,9.810788869857788,14105
0,bbb_50sec.pcap,20990087,1519,50,10.326411962509155,14105
0,bbb_50sec.pcap,20990087,1519,50,10.528561353683472,14105
0,bbb_50sec.pcap,20990087,1519,50,10.432738780975342,14105
0,bbb_50sec.pcap,20990087,1519,50,10.76468801498413,14105
0,bbb_50sec.pcap,20990087,1519,50,10.470560073852539,14105
0,bbb_50sec.pcap,20990087,1519,50,10.90411114692688,14105
0,bbb_50sec.pcap,20990087,1519,50,10.218699216842651,14105
0,bbb_50sec.pcap,20990087,1519,50,10.520056009292603,14105
0,bbb_50sec.pcap,20990087,1519,50,10.478703022003174,14105
0,bbb_50sec.pcap,20990087,1519,50,10.72187066078186,14105
0,bbb_50sec.pcap,20990087,1519,50,10.274139881134033,14105
0,bbb_50sec.pcap,20990087,1519,50,10.840672731399536,14105
0,bbb_50sec.pcap,20990087,1519,50,10.226972818374634,14105
0,bbb_50sec.pcap,20990087,1519,50,10.512022018432617,14105
0,bbb_50sec.pcap,20990087,1519,50,10.350055932998657,14105
0,bbb_50sec.pcap,20990087,1519,50,9.67226791381836,14105
0,bbb_50sec.pcap,20990087,1519,50,10.06169581413269,14105
0,bbb_50sec.pcap,20990087,1519,50,9.808925867080688,14105
0,bbb_50sec.pcap,20990087,1519,50,9.798105955123901,14105
0,bbb_50sec.pcap,20990087,1519,50,10.101204872131348,14105
0,bbb_50sec.pcap,20990087,1519,50,10.148419857025146,14105
0,bbb_50sec.pcap,20990087,1519,50,9.940860033035278,14105
0,bbb_50sec.pcap,20990087,1519,50,9.788293838500977,14105
0,bbb_50sec.pcap,20990087,1519,50,9.654712915420532,14105
0,bbb_50sec.pcap,20990087,1519,50,10.174621820449829,14105
0,bbb_50sec.pcap,20990087,1519,50,10.309485912322998,14105
0,bbb_50sec.pcap,20990087,1519,50,9.882548093795776,14105
0,bbb_50sec.pcap,20990087,1519,50,9.958450317382812,14105
0,bbb_50sec.pcap,20990087,1519,50,10.605508089065552,14105
