['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_10sec.pcap,2270493,305,10,769,1.9236443042755127
0,bbb_10sec.pcap,2270493,305,10,769,1.9144906997680664
0,bbb_10sec.pcap,2270493,305,10,769,1.9362399578094482
0,bbb_10sec.pcap,2270493,305,10,769,1.8931548595428467
0,bbb_10sec.pcap,2270493,305,10,769,1.9631726741790771
0,bbb_10sec.pcap,2270493,305,10,769,1.9004368782043457
0,bbb_10sec.pcap,2270493,305,10,769,1.9484951496124268
0,bbb_10sec.pcap,2270493,305,10,769,1.883134126663208
0,bbb_10sec.pcap,2270493,305,10,769,1.9399619102478027
0,bbb_10sec.pcap,2270493,305,10,769,1.8845648765563965
