['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_40sec.pcap,18164325,1217,40,769,14.345513105392456
0,bbb_40sec.pcap,18164325,1217,40,769,13.913324117660522
0,bbb_40sec.pcap,18164325,1217,40,769,14.233520030975342
0,bbb_40sec.pcap,18164325,1217,40,769,14.278825283050537
0,bbb_40sec.pcap,18164325,1217,40,769,14.351671934127808
0,bbb_40sec.pcap,18164325,1217,40,769,14.471256732940674
0,bbb_40sec.pcap,18164325,1217,40,769,14.275974750518799
0,bbb_40sec.pcap,18164325,1217,40,769,14.311938047409058
0,bbb_40sec.pcap,18164325,1217,40,769,14.282958984375
0,bbb_40sec.pcap,18164325,1217,40,769,14.309844017028809
