['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_30sec.pcap,11566713,913,30,1280,5.502707004547119
0,bbb_30sec.pcap,11566713,913,30,1280,5.740691423416138
0,bbb_30sec.pcap,11566713,913,30,1280,5.502367973327637
0,bbb_30sec.pcap,11566713,913,30,1280,5.526962995529175
0,bbb_30sec.pcap,11566713,913,30,1280,5.493701219558716
0,bbb_30sec.pcap,11566713,913,30,1280,5.770663022994995
0,bbb_30sec.pcap,11566713,913,30,1280,5.727355241775513
0,bbb_30sec.pcap,11566713,913,30,1280,5.502955675125122
0,bbb_30sec.pcap,11566713,913,30,1280,5.492469072341919
0,bbb_30sec.pcap,11566713,913,30,1280,5.744197845458984
