['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_20sec.pcap,8498053,609,20,128,42.43498110771179
0,bbb_20sec.pcap,8498053,609,20,128,40.83675217628479
0,bbb_20sec.pcap,8498053,609,20,128,39.96108603477478
0,bbb_20sec.pcap,8498053,609,20,128,39.95882773399353
0,bbb_20sec.pcap,8498053,609,20,128,39.93972682952881
0,bbb_20sec.pcap,8498053,609,20,128,39.26616406440735
0,bbb_20sec.pcap,8498053,609,20,128,38.90526580810547
0,bbb_20sec.pcap,8498053,609,20,128,39.00044083595276
0,bbb_20sec.pcap,8498053,609,20,128,38.97100019454956
0,bbb_20sec.pcap,8498053,609,20,128,38.95299696922302
