['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_30sec.pcap,11566713,913,30,128,52.63985586166382
0,bbb_30sec.pcap,11566713,913,30,128,52.57531476020813
0,bbb_30sec.pcap,11566713,913,30,128,52.53335189819336
0,bbb_30sec.pcap,11566713,913,30,128,52.5497989654541
0,bbb_30sec.pcap,11566713,913,30,128,52.52673268318176
0,bbb_30sec.pcap,11566713,913,30,128,52.53736114501953
0,bbb_30sec.pcap,11566713,913,30,128,56.37521314620972
0,bbb_30sec.pcap,11566713,913,30,128,54.83198094367981
0,bbb_30sec.pcap,11566713,913,30,128,53.22422385215759
0,bbb_30sec.pcap,11566713,913,30,128,53.25855588912964
