['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_50sec.pcap,20990087,1519,50,1024,12.288753986358643
0,bbb_50sec.pcap,20990087,1519,50,1024,12.74721097946167
0,bbb_50sec.pcap,20990087,1519,50,1024,12.878971099853516
0,bbb_50sec.pcap,20990087,1519,50,1024,12.968494892120361
0,bbb_50sec.pcap,20990087,1519,50,1024,12.66028380393982
0,bbb_50sec.pcap,20990087,1519,50,1024,12.783589124679565
0,bbb_50sec.pcap,20990087,1519,50,1024,12.992002010345459
0,bbb_50sec.pcap,20990087,1519,50,1024,12.281167984008789
0,bbb_50sec.pcap,20990087,1519,50,1024,12.769525051116943
0,bbb_50sec.pcap,20990087,1519,50,1024,12.281289100646973
