['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_30sec.pcap,11566713,913,30,769,9.262627124786377
0,bbb_30sec.pcap,11566713,913,30,769,9.284599781036377
0,bbb_30sec.pcap,11566713,913,30,769,9.305008888244629
0,bbb_30sec.pcap,11566713,913,30,769,9.325956106185913
0,bbb_30sec.pcap,11566713,913,30,769,9.28624677658081
0,bbb_30sec.pcap,11566713,913,30,769,9.265750885009766
0,bbb_30sec.pcap,11566713,913,30,769,9.316694021224976
0,bbb_30sec.pcap,11566713,913,30,769,9.33949899673462
0,bbb_30sec.pcap,11566713,913,30,769,9.300551176071167
0,bbb_30sec.pcap,11566713,913,30,769,9.310129165649414
