['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_50sec.pcap,20990087,1519,50,512,24.52258586883545
0,bbb_50sec.pcap,20990087,1519,50,512,24.580842971801758
0,bbb_50sec.pcap,20990087,1519,50,512,24.530693769454956
0,bbb_50sec.pcap,20990087,1519,50,512,24.570821046829224
0,bbb_50sec.pcap,20990087,1519,50,512,24.490586757659912
0,bbb_50sec.pcap,20990087,1519,50,512,24.734735012054443
0,bbb_50sec.pcap,20990087,1519,50,512,24.44826889038086
0,bbb_50sec.pcap,20990087,1519,50,512,24.627865076065063
0,bbb_50sec.pcap,20990087,1519,50,512,24.71860694885254
0,bbb_50sec.pcap,20990087,1519,50,512,24.439868927001953
