['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_5sec.pcap,300703,155,5,769,0.32187604904174805
0,bbb_5sec.pcap,300703,155,5,769,0.3164827823638916
0,bbb_5sec.pcap,300703,155,5,769,0.34333014488220215
0,bbb_5sec.pcap,300703,155,5,769,0.31668996810913086
0,bbb_5sec.pcap,300703,155,5,769,0.34844970703125
0,bbb_5sec.pcap,300703,155,5,769,0.3161473274230957
0,bbb_5sec.pcap,300703,155,5,769,0.32100725173950195
0,bbb_5sec.pcap,300703,155,5,769,0.32436466217041016
0,bbb_5sec.pcap,300703,155,5,769,0.32460808753967285
0,bbb_5sec.pcap,300703,155,5,769,0.35863828659057617
