['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_60sec.pcap,24812543,1821,60,1280,13.320534944534302
0,bbb_60sec.pcap,24812543,1821,60,1280,12.967741012573242
0,bbb_60sec.pcap,24812543,1821,60,1280,12.20553207397461
0,bbb_60sec.pcap,24812543,1821,60,1280,13.757558107376099
0,bbb_60sec.pcap,24812543,1821,60,1280,12.598824977874756
0,bbb_60sec.pcap,24812543,1821,60,1280,13.407432079315186
0,bbb_60sec.pcap,24812543,1821,60,1280,13.672279119491577
0,bbb_60sec.pcap,24812543,1821,60,1280,13.278897047042847
0,bbb_60sec.pcap,24812543,1821,60,1280,13.120875835418701
0,bbb_60sec.pcap,24812543,1821,60,1280,13.197186708450317
