['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time', 'num_rtp_packets']
0,bbb_120sec.pcap,30156029,2433,120,15.5016188621521,20711
0,bbb_120sec.pcap,30156029,2433,120,15.439279794692993,20711
0,bbb_120sec.pcap,30156029,2433,120,14.873681783676147,20711
0,bbb_120sec.pcap,30156029,2433,120,15.419097900390625,20711
0,bbb_120sec.pcap,30156029,2433,120,15.045499086380005,20711
0,bbb_120sec.pcap,30156029,2433,120,15.0762460231781,20711
0,bbb_120sec.pcap,30156029,2433,120,14.91015887260437,20711
0,bbb_120sec.pcap,30156029,2433,120,16.265156984329224,20711
0,bbb_120sec.pcap,30156029,2433,120,16.027349948883057,20711
0,bbb_120sec.pcap,30156029,2433,120,15.869725942611694,20711
0,bbb_120sec.pcap,30156029,2433,120,16.069971084594727,20711
0,bbb_120sec.pcap,30156029,2433,120,15.574689149856567,20711
0,bbb_120sec.pcap,30156029,2433,120,15.679188251495361,20711
0,bbb_120sec.pcap,30156029,2433,120,15.723824262619019,20711
0,bbb_120sec.pcap,30156029,2433,120,15.428311109542847,20711
0,bbb_120sec.pcap,30156029,2433,120,15.471616744995117,20711
0,bbb_120sec.pcap,30156029,2433,120,15.576543092727661,20711
0,bbb_120sec.pcap,30156029,2433,120,15.558417320251465,20711
0,bbb_120sec.pcap,30156029,2433,120,15.935166835784912,20711
0,bbb_120sec.pcap,30156029,2433,120,15.557141780853271,20711
0,bbb_120sec.pcap,30156029,2433,120,15.974043846130371,20711
0,bbb_120sec.pcap,30156029,2433,120,16.04836893081665,20711
0,bbb_120sec.pcap,30156029,2433,120,16.19628620147705,20711
0,bbb_120sec.pcap,30156029,2433,120,15.661273717880249,20711
0,bbb_120sec.pcap,30156029,2433,120,16.231855154037476,20711
0,bbb_120sec.pcap,30156029,2433,120,16.077395915985107,20711
0,bbb_120sec.pcap,30156029,2433,120,15.487712860107422,20711
0,bbb_120sec.pcap,30156029,2433,120,15.938222885131836,20711
0,bbb_120sec.pcap,30156029,2433,120,14.79748797416687,20711
0,bbb_120sec.pcap,30156029,2433,120,15.120834112167358,20711
0,bbb_120sec.pcap,30156029,2433,120,15.70862627029419,20711
0,bbb_120sec.pcap,30156029,2433,120,15.870507001876831,20711
0,bbb_120sec.pcap,30156029,2433,120,15.926214933395386,20711
0,bbb_120sec.pcap,30156029,2433,120,15.995584964752197,20711
0,bbb_120sec.pcap,30156029,2433,120,15.893950939178467,20711
0,bbb_120sec.pcap,30156029,2433,120,15.646260976791382,20711
0,bbb_120sec.pcap,30156029,2433,120,16.145429849624634,20711
0,bbb_120sec.pcap,30156029,2433,120,15.834407806396484,20711
0,bbb_120sec.pcap,30156029,2433,120,15.874283075332642,20711
0,bbb_120sec.pcap,30156029,2433,120,15.975188970565796,20711
0,bbb_120sec.pcap,30156029,2433,120,15.442399024963379,20711
0,bbb_120sec.pcap,30156029,2433,120,15.38698410987854,20711
0,bbb_120sec.pcap,30156029,2433,120,15.53679609298706,20711
0,bbb_120sec.pcap,30156029,2433,120,15.44969391822815,20711
0,bbb_120sec.pcap,30156029,2433,120,15.582633018493652,20711
0,bbb_120sec.pcap,30156029,2433,120,15.181154727935791,20711
0,bbb_120sec.pcap,30156029,2433,120,15.491158962249756,20711
0,bbb_120sec.pcap,30156029,2433,120,15.407394886016846,20711
0,bbb_120sec.pcap,30156029,2433,120,15.424902200698853,20711
0,bbb_120sec.pcap,30156029,2433,120,15.512121200561523,20711
