['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time']
0,bbb_40sec.pcap,18164325,1217,40,9.039511919021606
0,bbb_40sec.pcap,18164325,1217,40,9.076963901519775
0,bbb_40sec.pcap,18164325,1217,40,9.10633397102356
0,bbb_40sec.pcap,18164325,1217,40,9.021988153457642
0,bbb_40sec.pcap,18164325,1217,40,9.02901816368103
0,bbb_40sec.pcap,18164325,1217,40,9.027889966964722
0,bbb_40sec.pcap,18164325,1217,40,8.98046588897705
0,bbb_40sec.pcap,18164325,1217,40,8.982840061187744
0,bbb_40sec.pcap,18164325,1217,40,8.968078851699829
0,bbb_40sec.pcap,18164325,1217,40,8.987438917160034
0,bbb_40sec.pcap,18164325,1217,40,9.009606122970581
0,bbb_40sec.pcap,18164325,1217,40,9.098278999328613
0,bbb_40sec.pcap,18164325,1217,40,9.753145933151245
0,bbb_40sec.pcap,18164325,1217,40,9.6159029006958
0,bbb_40sec.pcap,18164325,1217,40,9.443061590194702
0,bbb_40sec.pcap,18164325,1217,40,9.474713802337646
0,bbb_40sec.pcap,18164325,1217,40,9.075906038284302
0,bbb_40sec.pcap,18164325,1217,40,8.955787897109985
0,bbb_40sec.pcap,18164325,1217,40,9.363505363464355
0,bbb_40sec.pcap,18164325,1217,40,8.998100996017456
0,bbb_40sec.pcap,18164325,1217,40,8.963780164718628
0,bbb_40sec.pcap,18164325,1217,40,8.936184883117676
0,bbb_40sec.pcap,18164325,1217,40,9.187115907669067
0,bbb_40sec.pcap,18164325,1217,40,8.964433193206787
0,bbb_40sec.pcap,18164325,1217,40,9.005714178085327
0,bbb_40sec.pcap,18164325,1217,40,8.960113048553467
0,bbb_40sec.pcap,18164325,1217,40,8.996941089630127
0,bbb_40sec.pcap,18164325,1217,40,8.96651816368103
0,bbb_40sec.pcap,18164325,1217,40,8.992383003234863
0,bbb_40sec.pcap,18164325,1217,40,8.95076608657837
0,bbb_40sec.pcap,18164325,1217,40,9.15895700454712
0,bbb_40sec.pcap,18164325,1217,40,9.233605146408081
0,bbb_40sec.pcap,18164325,1217,40,9.005692958831787
0,bbb_40sec.pcap,18164325,1217,40,9.001925945281982
0,bbb_40sec.pcap,18164325,1217,40,8.980802059173584
0,bbb_40sec.pcap,18164325,1217,40,8.960401058197021
0,bbb_40sec.pcap,18164325,1217,40,8.97586464881897
0,bbb_40sec.pcap,18164325,1217,40,8.949982166290283
0,bbb_40sec.pcap,18164325,1217,40,8.950781106948853
0,bbb_40sec.pcap,18164325,1217,40,9.011289119720459
0,bbb_40sec.pcap,18164325,1217,40,8.955924034118652
0,bbb_40sec.pcap,18164325,1217,40,8.949514865875244
0,bbb_40sec.pcap,18164325,1217,40,8.964778900146484
0,bbb_40sec.pcap,18164325,1217,40,8.96066403388977
0,bbb_40sec.pcap,18164325,1217,40,10.979551076889038
0,bbb_40sec.pcap,18164325,1217,40,9.125464916229248
0,bbb_40sec.pcap,18164325,1217,40,8.973357200622559
0,bbb_40sec.pcap,18164325,1217,40,8.953014135360718
0,bbb_40sec.pcap,18164325,1217,40,9.046514987945557
0,bbb_40sec.pcap,18164325,1217,40,8.950097799301147
