['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_5sec.pcap,300703,155,5,256,0.8968429565429688
0,bbb_5sec.pcap,300703,155,5,256,0.9295089244842529
0,bbb_5sec.pcap,300703,155,5,256,0.8702459335327148
0,bbb_5sec.pcap,300703,155,5,256,0.8883090019226074
0,bbb_5sec.pcap,300703,155,5,256,0.8515660762786865
0,bbb_5sec.pcap,300703,155,5,256,0.8735928535461426
0,bbb_5sec.pcap,300703,155,5,256,0.8608019351959229
0,bbb_5sec.pcap,300703,155,5,256,1.036731243133545
0,bbb_5sec.pcap,300703,155,5,256,0.8808927536010742
0,bbb_5sec.pcap,300703,155,5,256,0.8871378898620605
