['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_60sec.pcap,24812543,1821,60,769,20.095743894577026
0,bbb_60sec.pcap,24812543,1821,60,769,20.193269968032837
0,bbb_60sec.pcap,24812543,1821,60,769,20.288095951080322
0,bbb_60sec.pcap,24812543,1821,60,769,20.07179093360901
0,bbb_60sec.pcap,24812543,1821,60,769,20.182038068771362
0,bbb_60sec.pcap,24812543,1821,60,769,20.100926876068115
0,bbb_60sec.pcap,24812543,1821,60,769,20.058887004852295
0,bbb_60sec.pcap,24812543,1821,60,769,20.159389972686768
0,bbb_60sec.pcap,24812543,1821,60,769,20.04976725578308
0,bbb_60sec.pcap,24812543,1821,60,769,21.271116018295288
