['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_5sec.pcap,300703,155,5,512,0.453685998916626
0,bbb_5sec.pcap,300703,155,5,512,0.4533259868621826
0,bbb_5sec.pcap,300703,155,5,512,0.4697592258453369
0,bbb_5sec.pcap,300703,155,5,512,0.4686729907989502
0,bbb_5sec.pcap,300703,155,5,512,0.44696807861328125
0,bbb_5sec.pcap,300703,155,5,512,0.4515810012817383
0,bbb_5sec.pcap,300703,155,5,512,0.49742579460144043
0,bbb_5sec.pcap,300703,155,5,512,0.46504998207092285
0,bbb_5sec.pcap,300703,155,5,512,0.4623899459838867
0,bbb_5sec.pcap,300703,155,5,512,0.4722480773925781
