['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_20sec.pcap,8498053,609,20,769,6.760775089263916
0,bbb_20sec.pcap,8498053,609,20,769,6.765132904052734
0,bbb_20sec.pcap,8498053,609,20,769,6.796154022216797
0,bbb_20sec.pcap,8498053,609,20,769,6.704916000366211
0,bbb_20sec.pcap,8498053,609,20,769,6.767873048782349
0,bbb_20sec.pcap,8498053,609,20,769,6.7921929359436035
0,bbb_20sec.pcap,8498053,609,20,769,6.817203998565674
0,bbb_20sec.pcap,8498053,609,20,769,6.753262042999268
0,bbb_20sec.pcap,8498053,609,20,769,6.78504490852356
0,bbb_20sec.pcap,8498053,609,20,769,6.747661113739014
