['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time']
0,bbb_20sec.pcap,8498053,609,20,4.4312379360198975
0,bbb_20sec.pcap,8498053,609,20,4.421566009521484
0,bbb_20sec.pcap,8498053,609,20,4.435206174850464
0,bbb_20sec.pcap,8498053,609,20,4.4163148403167725
0,bbb_20sec.pcap,8498053,609,20,4.440989017486572
0,bbb_20sec.pcap,8498053,609,20,4.388622045516968
0,bbb_20sec.pcap,8498053,609,20,4.406579971313477
0,bbb_20sec.pcap,8498053,609,20,4.384706020355225
0,bbb_20sec.pcap,8498053,609,20,4.387642860412598
0,bbb_20sec.pcap,8498053,609,20,4.3843607902526855
0,bbb_20sec.pcap,8498053,609,20,4.360876798629761
0,bbb_20sec.pcap,8498053,609,20,4.359574794769287
0,bbb_20sec.pcap,8498053,609,20,4.3773908615112305
0,bbb_20sec.pcap,8498053,609,20,4.381606817245483
0,bbb_20sec.pcap,8498053,609,20,4.3623669147491455
0,bbb_20sec.pcap,8498053,609,20,4.396901845932007
0,bbb_20sec.pcap,8498053,609,20,4.4797890186309814
0,bbb_20sec.pcap,8498053,609,20,4.375015735626221
0,bbb_20sec.pcap,8498053,609,20,4.391685247421265
0,bbb_20sec.pcap,8498053,609,20,4.409761905670166
0,bbb_20sec.pcap,8498053,609,20,4.439512014389038
0,bbb_20sec.pcap,8498053,609,20,4.390561103820801
0,bbb_20sec.pcap,8498053,609,20,4.3844239711761475
0,bbb_20sec.pcap,8498053,609,20,4.356433153152466
0,bbb_20sec.pcap,8498053,609,20,4.405926942825317
0,bbb_20sec.pcap,8498053,609,20,4.354285001754761
0,bbb_20sec.pcap,8498053,609,20,4.3889000415802
0,bbb_20sec.pcap,8498053,609,20,4.416040897369385
0,bbb_20sec.pcap,8498053,609,20,4.367581367492676
0,bbb_20sec.pcap,8498053,609,20,4.391211032867432
0,bbb_20sec.pcap,8498053,609,20,4.372597932815552
0,bbb_20sec.pcap,8498053,609,20,4.408702850341797
0,bbb_20sec.pcap,8498053,609,20,4.3832848072052
0,bbb_20sec.pcap,8498053,609,20,4.377013921737671
0,bbb_20sec.pcap,8498053,609,20,4.360918045043945
0,bbb_20sec.pcap,8498053,609,20,4.3708600997924805
0,bbb_20sec.pcap,8498053,609,20,4.3791210651397705
0,bbb_20sec.pcap,8498053,609,20,4.35809588432312
0,bbb_20sec.pcap,8498053,609,20,4.371311902999878
0,bbb_20sec.pcap,8498053,609,20,4.3917460441589355
0,bbb_20sec.pcap,8498053,609,20,4.382583141326904
0,bbb_20sec.pcap,8498053,609,20,4.37446403503418
0,bbb_20sec.pcap,8498053,609,20,4.360697031021118
0,bbb_20sec.pcap,8498053,609,20,4.379395961761475
0,bbb_20sec.pcap,8498053,609,20,4.3611578941345215
0,bbb_20sec.pcap,8498053,609,20,4.371626853942871
0,bbb_20sec.pcap,8498053,609,20,4.408122777938843
0,bbb_20sec.pcap,8498053,609,20,4.38576602935791
0,bbb_20sec.pcap,8498053,609,20,4.390948057174683
0,bbb_20sec.pcap,8498053,609,20,4.371281862258911
