['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'payload_size', 'detection_time']
0,bbb_50sec.pcap,20990087,1519,50,128,96.27209210395813
0,bbb_50sec.pcap,20990087,1519,50,128,94.99875497817993
0,bbb_50sec.pcap,20990087,1519,50,128,94.9889440536499
0,bbb_50sec.pcap,20990087,1519,50,128,95.17156910896301
0,bbb_50sec.pcap,20990087,1519,50,128,95.01875877380371
0,bbb_50sec.pcap,20990087,1519,50,128,94.8681390285492
0,bbb_50sec.pcap,20990087,1519,50,128,94.97389316558838
0,bbb_50sec.pcap,20990087,1519,50,128,94.78563594818115
0,bbb_50sec.pcap,20990087,1519,50,128,94.94061017036438
0,bbb_50sec.pcap,20990087,1519,50,128,94.95570802688599
