['pcap_file', 'mp4_filesize', 'num_nalus', 'video_len_sec', 'detection_time', 'num_rtp_packets']
0,bbb_10sec.pcap,2270493,305,10,1.1758699417114258,1663
0,bbb_10sec.pcap,2270493,305,10,1.2286319732666016,1663
0,bbb_10sec.pcap,2270493,305,10,1.2353370189666748,1663
0,bbb_10sec.pcap,2270493,305,10,1.1708002090454102,1663
0,bbb_10sec.pcap,2270493,305,10,1.1838428974151611,1663
0,bbb_10sec.pcap,2270493,305,10,1.2096829414367676,1663
0,bbb_10sec.pcap,2270493,305,10,1.2160732746124268,1663
0,bbb_10sec.pcap,2270493,305,10,1.1090459823608398,1663
0,bbb_10sec.pcap,2270493,305,10,1.1001949310302734,1663
0,bbb_10sec.pcap,2270493,305,10,1.0736188888549805,1663
0,bbb_10sec.pcap,2270493,305,10,1.1008720397949219,1663
0,bbb_10sec.pcap,2270493,305,10,1.1171700954437256,1663
0,bbb_10sec.pcap,2270493,305,10,1.0905439853668213,1663
0,bbb_10sec.pcap,2270493,305,10,1.1501848697662354,1663
0,bbb_10sec.pcap,2270493,305,10,1.1076390743255615,1663
0,bbb_10sec.pcap,2270493,305,10,1.2301979064941406,1663
0,bbb_10sec.pcap,2270493,305,10,1.2404358386993408,1663
0,bbb_10sec.pcap,2270493,305,10,1.2386808395385742,1663
0,bbb_10sec.pcap,2270493,305,10,1.2332839965820312,1663
0,bbb_10sec.pcap,2270493,305,10,1.2571079730987549,1663
0,bbb_10sec.pcap,2270493,305,10,1.1967768669128418,1663
0,bbb_10sec.pcap,2270493,305,10,1.1156959533691406,1663
0,bbb_10sec.pcap,2270493,305,10,1.241062879562378,1663
0,bbb_10sec.pcap,2270493,305,10,1.224761724472046,1663
0,bbb_10sec.pcap,2270493,305,10,1.1478190422058105,1663
0,bbb_10sec.pcap,2270493,305,10,1.172685146331787,1663
0,bbb_10sec.pcap,2270493,305,10,1.1654057502746582,1663
0,bbb_10sec.pcap,2270493,305,10,1.175069808959961,1663
0,bbb_10sec.pcap,2270493,305,10,1.196570873260498,1663
0,bbb_10sec.pcap,2270493,305,10,1.19651198387146,1663
0,bbb_10sec.pcap,2270493,305,10,1.1830170154571533,1663
0,bbb_10sec.pcap,2270493,305,10,1.1209750175476074,1663
0,bbb_10sec.pcap,2270493,305,10,1.1964688301086426,1663
0,bbb_10sec.pcap,2270493,305,10,1.2164549827575684,1663
0,bbb_10sec.pcap,2270493,305,10,1.2302947044372559,1663
0,bbb_10sec.pcap,2270493,305,10,1.2483057975769043,1663
0,bbb_10sec.pcap,2270493,305,10,1.206608772277832,1663
0,bbb_10sec.pcap,2270493,305,10,1.2061388492584229,1663
0,bbb_10sec.pcap,2270493,305,10,1.1164698600769043,1663
0,bbb_10sec.pcap,2270493,305,10,1.1552698612213135,1663
0,bbb_10sec.pcap,2270493,305,10,1.084764003753662,1663
0,bbb_10sec.pcap,2270493,305,10,1.106158971786499,1663
0,bbb_10sec.pcap,2270493,305,10,1.1245901584625244,1663
0,bbb_10sec.pcap,2270493,305,10,1.1163570880889893,1663
0,bbb_10sec.pcap,2270493,305,10,1.1992011070251465,1663
0,bbb_10sec.pcap,2270493,305,10,1.1927108764648438,1663
0,bbb_10sec.pcap,2270493,305,10,1.2387030124664307,1663
0,bbb_10sec.pcap,2270493,305,10,1.2376351356506348,1663
0,bbb_10sec.pcap,2270493,305,10,1.2852790355682373,1663
0,bbb_10sec.pcap,2270493,305,10,1.1666879653930664,1663
